week;tot_pop;natural_deaths;rabies_death;average_age;nb_occupied_cells;age_0;age_1;age_2;age_3;age_4;age_5;tot_infected;tot_contagious
565;30412;430;0;70.90705957461107;5224;15464;7602;4191;2358;797;0;0;0
566;30796;352;0;70.37791084497671;5224;15656;7711;4229;2383;817;0;0;0
567;31282;405;0;69.75268994110098;5217;15938;7831;4266;2396;851;0;0;0
568;31779;394;0;68.80723905723906;5219;16190;7974;4287;2458;870;0;0;0
569;32205;424;0;67.86624142879923;5218;16391;8087;4352;2476;899;0;0;0
570;32501;475;0;67.13104317680428;5221;16545;8167;4373;2490;926;0;0;0
571;32744;433;0;66.55662966196832;5214;16722;8203;4384;2504;931;0;0;0
572;32827;456;0;66.3101771555996;5209;16761;8235;4381;2502;948;0;0;0
573;32808;416;0;66.24426892104532;5198;16751;8230;4398;2483;946;0;0;0
574;32681;443;0;66.46108450486636;5198;16716;8171;4395;2467;932;0;0;0
575;32524;393;0;66.87373017839445;5186;16609;8154;4380;2464;917;0;0;0
576;32277;415;0;67.36908654894266;5173;16487;8073;4362;2450;905;0;0;0
577;32110;392;0;68.02054257487848;5168;16403;8033;4357;2430;887;0;0;0
578;31919;441;0;68.5602639805488;5167;16332;7952;4348;2424;863;0;0;0
579;31801;452;0;69.07423650173197;5163;16270;7920;4346;2416;849;0;0;0
580;31804;430;0;69.42666794172962;5149;16278;7896;4348;2417;865;0;0;0
581;32020;414;0;69.44730805989168;5144;16434;7946;4345;2429;866;0;0;0
582;32399;385;0;69.10374585111427;5148;16638;8046;4376;2459;880;0;0;0
583;32843;434;0;68.41148130768028;5157;16906;8128;4423;2492;894;0;0;0
584;33322;454;0;67.58791565037512;5173;17119;8276;4489;2503;935;0;0;0
585;33691;434;0;66.68401848698613;5181;17283;8350;4567;2527;964;0;0;0
586;33970;517;0;66.12365105202869;5227;17402;8441;4615;2530;982;0;0;0
587;34172;452;0;65.62375440062056;5252;17457;8523;4648;2544;1000;0;0;0
588;34301;393;0;65.36419076941294;5262;17537;8542;4644;2573;1005;0;0;0
589;34296;428;0;65.40575089304166;5253;17530;8565;4636;2577;988;0;0;0
590;34154;459;0;65.70928273783137;5244;17450;8524;4632;2574;974;0;0;0
591;33870;502;0;66.20444550101034;5236;17247;8499;4609;2558;957;0;0;0
592;33602;426;0;66.89782920703266;5230;17076;8446;4590;2541;949;0;0;0
593;33243;452;0;67.6990346907994;5221;16865;8352;4572;2521;933;0;0;0
594;32962;417;0;68.59992079449218;5216;16708;8282;4552;2502;918;0;0;0
595;32683;424;0;69.36271436474276;5211;16551;8221;4532;2479;900;0;0;0
596;32480;444;0;70.12795061881572;5206;16447;8170;4513;2465;885;0;0;0
597;32385;437;0;70.6223512155541;5197;16408;8144;4518;2448;867;0;0;0
598;32484;406;0;70.93057944275931;5265;16453;8159;4533;2463;876;0;0;0
599;32834;353;0;70.84768603529302;5294;16715;8197;4546;2487;889;0;0;0
600;33290;448;0;70.3420305070092;5322;17049;8277;4538;2513;913;0;0;0
601;33861;477;0;69.45628257093226;5334;17394;8420;4560;2552;935;0;0;0
602;34454;453;0;68.34922772988506;5341;17737;8552;4607;2601;957;0;0;0
603;34839;545;0;67.34610280456516;5343;17947;8626;4643;2643;980;0;0;0
604;35193;521;0;66.581648114692;5340;18184;8702;4657;2652;998;0;0;0
605;35417;550;0;65.97130733481511;5333;18280;8809;4643;2673;1012;0;0;0
606;35474;477;0;65.57501431024613;5321;18251;8842;4694;2668;1019;0;0;0
607;35345;504;0;65.59814126394052;5312;18141;8834;4703;2648;1019;0;0;0
608;35175;507;0;66.04681669441415;5303;18031;8780;4693;2645;1026;0;0;0
609;34965;449;0;66.40019005932155;5298;17928;8729;4673;2632;1003;0;0;0
610;34712;443;0;66.9479752042176;5289;17797;8663;4663;2616;973;0;0;0
611;34417;450;0;67.69251649057264;5279;17624;8597;4651;2588;957;0;0;0
612;34099;450;0;68.50042688491772;5273;17441;8506;4635;2574;943;0;0;0
613;33881;407;0;69.28422177371483;5269;17314;8460;4615;2560;932;0;0;0
614;33760;427;0;69.9167214682848;5259;17263;8428;4607;2541;921;0;0;0
615;33737;452;0;70.3027801128858;5253;17282;8392;4617;2525;921;0;0;0
616;33852;422;0;70.43995197358547;5326;17327;8456;4621;2517;931;0;0;0
617;34052;471;0;70.33330337617207;5341;17425;8528;4637;2541;921;0;0;0
618;34483;458;0;69.92010478061559;5333;17704;8589;4692;2564;934;0;0;0
619;34943;486;0;69.13268817836868;5333;17919;8731;4747;2588;958;0;0;0
620;35389;518;0;68.27026870007262;5339;18144;8840;4831;2591;983;0;0;0
621;35859;545;0;67.5294742279876;5332;18433;8883;4896;2647;1000;0;0;0
622;36283;497;0;66.5936033029806;5347;18682;8991;4937;2665;1008;0;0;0
623;36508;551;0;65.95225568118214;5341;18774;9094;4954;2672;1014;0;0;0
624;36618;488;0;65.64419766796225;5338;18794;9149;4981;2675;1019;0;0;0
625;36573;474;0;65.62209495351925;5330;18743;9149;4984;2696;1001;0;0;0
626;36398;478;0;65.8602576534146;5326;18641;9140;4946;2692;979;0;0;0
627;36143;526;0;66.35149977698484;5314;18494;9077;4935;2687;950;0;0;0
628;35890;512;0;66.98838090426875;5306;18355;9021;4889;2671;954;0;0;0
629;35650;453;0;67.55078025792251;5291;18188;8993;4859;2672;938;0;0;0
630;35447;490;0;68.26695108077361;5283;18065;8964;4825;2660;933;0;0;0
631;35341;470;0;68.78697429739543;5281;18011;8936;4814;2654;926;0;0;0
632;35518;441;0;69.0521776504298;5273;18155;8974;4804;2664;921;0;0;0
633;35775;456;0;68.85648280189379;5263;18317;9043;4836;2652;927;0;0;0
634;36203;487;0;68.56806846520064;5273;18559;9125;4909;2661;949;0;0;0
635;36654;499;0;67.861304055568;5284;18795;9252;4935;2693;979;0;0;0
636;37149;564;0;67.23942920476587;5302;19080;9306;5010;2737;1016;0;0;0
637;37574;558;0;66.33040911699598;5320;19356;9380;5012;2793;1033;0;0;0
638;38050;493;0;65.6156252528249;5349;19631;9493;5053;2822;1051;0;0;0
639;38316;521;0;64.9566202137014;5359;19816;9508;5085;2838;1069;0;0;0
640;38396;533;0;64.71749199375381;5371;19874;9510;5080;2854;1078;0;0;0
641;38327;497;0;64.74352885300404;5367;19808;9509;5091;2837;1082;0;0;0
642;38073;536;0;65.13466169193724;5361;19627;9463;5080;2834;1069;0;0;0
643;37771;526;0;65.77151303699364;5358;19433;9386;5081;2816;1055;0;0;0
644;37389;556;0;66.4391240091361;5349;19207;9298;5064;2796;1024;0;0;0
645;36946;546;0;67.18950682626279;5344;18963;9186;5023;2778;996;0;0;0
646;36517;556;0;68.15864248419895;5338;18685;9115;4994;2745;978;0;0;0
647;36246;455;0;68.97617991237314;5330;18553;9032;4977;2729;955;0;0;0
648;36019;502;0;69.6272381378693;5323;18442;8979;4960;2715;923;0;0;0
649;35975;445;0;70.13161297576882;5317;18436;8955;4959;2706;919;0;0;0
650;36069;495;0;70.33483652762119;5367;18497;8981;4970;2695;926;0;0;0
651;36347;457;0;70.20077501965629;5397;18638;9086;4990;2679;954;0;0;0
652;36738;509;0;69.74758636084603;5404;18827;9243;5014;2684;970;0;0;0
653;37380;523;0;69.09968245202265;5409;19202;9379;5074;2721;1004;0;0;0
654;37946;483;0;67.94232593435781;5417;19492;9532;5115;2763;1044;0;0;0
655;38487;497;0;67.04870624048706;5417;19805;9673;5135;2802;1072;0;0;0
656;38934;546;0;66.27439972589019;5424;20018;9833;5174;2825;1084;0;0;0
657;39277;472;0;65.63548437418751;5417;20192;9912;5227;2826;1120;0;0;0
658;39372;549;0;65.32449390621773;5412;20264;9892;5248;2858;1110;0;0;0
659;39341;536;0;65.2067154186837;5403;20296;9847;5247;2863;1088;0;0;0
660;39186;547;0;65.45045625612208;5388;20205;9814;5225;2857;1085;0;0;0
661;38920;564;0;65.82763709802703;5384;20093;9729;5196;2832;1070;0;0;0
662;38641;497;0;66.38992270254795;5375;19947;9642;5175;2821;1056;0;0;0
663;38320;508;0;67.03579576744552;5370;19783;9564;5141;2800;1032;0;0;0
664;37983;523;0;67.75442495436145;5363;19590;9491;5116;2781;1005;0;0;0
665;37718;494;0;68.40809304062525;5358;19456;9429;5100;2750;983;0;0;0
666;37501;480;0;69.07336591653687;5347;19304;9382;5103;2742;970;0;0;0
667;37484;495;0;69.64003134626817;5341;19310;9378;5083;2755;958;0;0;0
668;37597;504;0;69.74275283937263;5393;19392;9392;5097;2760;956;0;0;0
669;37870;505;0;69.6190553219023;5408;19568;9434;5128;2779;961;0;0;0
670;38367;482;0;69.20185621054884;5406;19864;9552;5145;2817;989;0;0;0
671;38974;541;0;68.50589541585153;5404;20255;9639;5215;2852;1013;0;0;0
672;39549;521;0;67.47171872155619;5402;20590;9759;5262;2915;1023;0;0;0
673;40049;530;0;66.63089776775418;5409;20821;9918;5294;2949;1067;0;0;0
674;40358;588;0;65.95790780770888;5408;20926;10040;5330;2996;1066;0;0;0
675;40571;578;0;65.48174962292609;5403;20993;10120;5380;3016;1062;0;0;0
676;40642;630;0;65.28492025737964;5400;21023;10106;5430;3036;1047;0;0;0
677;40460;620;0;65.22397681275298;5397;20913;10054;5433;3019;1041;0;0;0
678;40276;597;0;65.66798785841507;5395;20812;9996;5446;2978;1044;0;0;0
679;40055;555;0;66.0261574482012;5391;20698;9938;5436;2961;1022;0;0;0
680;39785;552;0;66.53390881705187;5385;20539;9892;5417;2928;1009;0;0;0
681;39514;540;0;67.13680723659064;5375;20397;9806;5418;2893;1000;0;0;0
682;39262;551;0;67.77545363550034;5369;20241;9755;5414;2853;999;0;0;0
683;39159;546;0;68.29762888728175;5365;20206;9723;5403;2838;989;0;0;0
684;39171;555;0;68.61180188581494;5363;20168;9737;5441;2837;988;0;0;0
685;39416;537;0;68.6959155148315;5358;20307;9802;5455;2869;983;0;0;0
686;39944;543;0;68.3891389910735;5372;20616;9919;5490;2918;1001;0;0;0
687;40572;509;0;67.47528844934703;5385;21050;10018;5535;2946;1023;0;0;0
688;41314;554;0;66.58628617122295;5397;21515;10189;5537;3023;1050;0;0;0
689;41770;665;0;65.55194469728653;5424;21757;10335;5545;3049;1084;0;0;0
690;42088;618;0;64.85779548989113;5453;21833;10472;5599;3079;1105;0;0;0
691;42302;587;0;64.40541191778512;5479;21894;10598;5603;3089;1118;0;0;0
692;42332;609;0;64.24745161058212;5492;21894;10621;5604;3099;1114;0;0;0
693;42203;588;0;64.40027309313913;5487;21770;10613;5610;3106;1104;0;0;0
694;41942;588;0;64.7742400576715;5478;21610;10564;5592;3085;1091;0;0;0
695;41590;585;0;65.3168266557052;5470;21407;10473;5566;3074;1070;0;0;0
696;41208;570;0;66.03120429058995;5464;21172;10391;5530;3068;1047;0;0;0
697;40745;598;0;66.82479684806698;5456;20907;10280;5504;3028;1026;0;0;0
698;40366;532;0;67.69074677343147;5450;20698;10177;5486;2988;1017;0;0;0
699;39979;546;0;68.58151682571572;5445;20438;10110;5449;2979;1003;0;0;0
700;39690;554;0;69.37684210526315;5439;20248;10050;5448;2950;994;0;0;0
701;39526;570;0;69.9821063394683;5433;20138;10017;5435;2959;977;0;0;0
702;39660;519;0;70.22219088881482;5477;20239;10024;5458;2971;968;0;0;0
703;39976;544;0;70.01490438695163;5498;20447;10094;5489;2998;948;0;0;0
704;40429;540;0;69.5515011664469;5512;20685;10190;5566;3015;973;0;0;0
705;40996;636;0;68.90892870605383;5517;20993;10319;5608;3074;1002;0;0;0
706;41696;546;0;67.91159456118665;5528;21391;10484;5665;3110;1046;0;0;0
707;42293;611;0;66.86243154435925;5534;21769;10610;5719;3113;1082;0;0;0
708;42860;599;0;65.95188756175949;5535;22148;10686;5791;3141;1094;0;0;0
709;43216;585;0;65.22746303962153;5529;22355;10759;5818;3180;1104;0;0;0
710;43222;679;0;64.82977172814256;5516;22364;10753;5808;3185;1112;0;0;0
711;43060;683;0;64.84762218199769;5513;22269;10760;5757;3159;1115;0;0;0
712;42842;625;0;65.10613880051844;5507;22159;10712;5732;3130;1109;0;0;0
713;42516;643;0;65.56762008578403;5502;21984;10638;5704;3092;1098;0;0;0
714;42138;599;0;66.15807428966768;5495;21755;10551;5676;3080;1076;0;0;0
715;41701;618;0;66.82574662813101;5487;21532;10439;5626;3056;1048;0;0;0
716;41283;607;0;67.54847422981457;5480;21296;10356;5586;3019;1026;0;0;0
717;40989;501;0;68.30192241675249;5476;21102;10308;5567;3003;1009;0;0;0
718;40770;556;0;68.99757623723197;5468;21005;10226;5544;3002;993;0;0;0
719;40735;539;0;69.45979468569014;5464;21009;10206;5548;2968;1004;0;0;0
720;40942;540;0;69.66456026869014;5510;21156;10227;5575;2978;1006;0;0;0
721;41191;601;0;69.39114052700727;5510;21320;10276;5595;2998;1002;0;0;0
722;41836;529;0;68.96074959421573;5509;21736;10409;5640;3013;1038;0;0;0
723;42449;591;0;68.0915504909686;5511;22076;10579;5659;3066;1069;0;0;0
724;43067;625;0;67.11928557765876;5515;22490;10677;5713;3092;1095;0;0;0
725;43647;665;0;66.2061223527192;5517;22824;10804;5771;3118;1130;0;0;0
726;44033;623;0;65.34757344737821;5532;23065;10824;5842;3138;1164;0;0;0
727;44307;609;0;64.9074474944731;5527;23221;10874;5867;3172;1173;0;0;0
728;44349;670;0;64.70470013978962;5521;23189;10909;5878;3198;1175;0;0;0
729;44156;695;0;64.724927841664;5515;23051;10908;5847;3183;1167;0;0;0
730;43914;661;0;65.05354638464192;5514;22913;10853;5838;3168;1142;0;0;0
731;43574;650;0;65.49056952662721;5511;22681;10813;5815;3150;1115;0;0;0
732;43256;599;0;66.0698545666085;5504;22486;10748;5801;3132;1089;0;0;0
733;42940;595;0;66.69009165279763;5501;22293;10696;5770;3113;1068;0;0;0
734;42706;602;0;67.30294298266332;5501;22157;10651;5753;3107;1038;0;0;0
735;42474;668;0;67.7466339978115;5490;22017;10616;5736;3087;1018;0;0;0
736;42522;595;0;68.10477805105184;5484;22055;10582;5761;3112;1012;0;0;0
737;42798;545;0;68.12711723086453;5480;22173;10681;5783;3128;1033;0;0;0
738;43231;597;0;67.87147223999432;5481;22373;10813;5813;3164;1068;0;0;0
739;43811;614;0;67.33277799938992;5496;22689;10962;5849;3212;1099;0;0;0
740;44477;616;0;66.51253617316819;5517;22968;11225;5917;3218;1149;0;0;0
741;45095;666;0;65.61103375864509;5543;23347;11357;5970;3260;1161;0;0;0
742;45647;634;0;64.78140392703718;5554;23740;11391;6028;3304;1184;0;0;0
743;45837;658;0;64.1505701393674;5575;23821;11428;6082;3297;1209;0;0;0
744;45940;646;0;64.01748135690735;5593;23880;11446;6106;3298;1210;0;0;0
745;45860;638;0;64.02372963666063;5588;23856;11407;6098;3298;1201;0;0;0
746;45515;693;0;64.29311222795404;5581;23645;11351;6061;3281;1177;0;0;0
747;45207;613;0;64.88385818003653;5572;23476;11278;6023;3271;1159;0;0;0
748;44720;656;0;65.55475746896815;5567;23169;11180;5983;3245;1143;0;0;0
749;44201;646;0;66.41611834641739;5565;22849;11088;5939;3209;1116;0;0;0
750;43710;659;0;67.29047815901887;5563;22567;10979;5900;3179;1085;0;0;0
751;43363;565;0;68.13243713060609;5559;22386;10867;5890;3151;1069;0;0;0
752;43075;595;0;68.86620838009726;5558;22217;10775;5888;3150;1045;0;0;0
753;42854;592;0;69.47202410375915;5554;22044;10724;5890;3153;1043;0;0;0
754;43012;564;0;69.88153227713407;5600;22152;10757;5886;3158;1059;0;0;0
755;43324;588;0;69.75325287573072;5623;22304;10863;5907;3178;1072;0;0;0
756;43826;607;0;69.33946672285039;5639;22584;10975;5949;3225;1093;0;0;0
757;44421;611;0;68.59560337845656;5652;22844;11183;5992;3272;1130;0;0;0
758;45182;680;0;67.79111131432752;5658;23314;11362;6010;3334;1162;0;0;0
759;45867;686;0;66.6116504854369;5659;23713;11564;6038;3384;1168;0;0;0
760;46477;622;0;65.69543595977456;5657;24041;11739;6064;3436;1197;0;0;0
761;46813;665;0;65.04258709508426;5648;24206;11839;6101;3444;1223;0;0;0
762;46953;733;0;64.73185763888888;5635;24324;11854;6111;3425;1239;0;0;0
763;46857;731;0;64.66539742979533;5630;24277;11816;6138;3386;1240;0;0;0
764;46590;700;0;64.83610286630413;5625;24107;11773;6136;3361;1213;0;0;0
765;46235;657;0;65.3305902074761;5610;23871;11704;6122;3348;1190;0;0;0
766;45809;659;0;65.98819554151308;5603;23626;11594;6090;3323;1176;0;0;0
767;45291;680;0;66.73930288727868;5600;23319;11479;6053;3291;1149;0;0;0
768;44849;629;0;67.57760512292329;5594;23049;11378;6030;3268;1124;0;0;0
769;44536;568;0;68.31230098687925;5589;22882;11289;6026;3245;1094;0;0;0
770;44357;575;0;68.9401514979186;5584;22793;11273;5975;3232;1084;0;0;0
771;44255;643;0;69.3921398179073;5574;22735;11238;5991;3227;1064;0;0;0
772;44324;682;0;69.57503499873775;5640;22777;11264;5987;3236;1060;0;0;0
773;44647;600;0;69.44026164120392;5649;22984;11312;6015;3265;1071;0;0;0
774;45172;657;0;69.09072516481018;5650;23269;11455;6053;3289;1106;0;0;0
775;45894;640;0;68.30856462768347;5650;23700;11622;6116;3304;1152;0;0;0
776;46608;744;0;67.38648947951273;5653;24155;11784;6128;3351;1190;0;0;0
777;47217;657;0;66.29089682487867;5652;24467;11975;6153;3402;1220;0;0;0
778;47748;686;0;65.5539747695085;5654;24823;12067;6156;3458;1244;0;0;0
779;47903;748;0;64.95372340425531;5647;24833;12161;6178;3468;1263;0;0;0
780;47884;782;0;64.77180025890792;5645;24824;12135;6195;3458;1272;0;0;0
781;47738;716;0;64.91689280868385;5649;24702;12115;6205;3435;1281;0;0;0
782;47421;708;0;65.24161173718903;5645;24471;12089;6182;3412;1267;0;0;0
783;47074;679;0;65.81091951563904;5639;24251;11993;6183;3398;1249;0;0;0
784;46648;743;0;66.40938032850575;5637;23983;11919;6153;3372;1221;0;0;0
785;46247;698;0;67.07653971708379;5628;23743;11814;6138;3342;1210;0;0;0
786;45985;601;0;67.70961310958243;5619;23583;11767;6099;3343;1193;0;0;0
787;45847;677;0;68.17438421470823;5618;23574;11676;6117;3314;1166;0;0;0
788;45797;677;0;68.43732565862298;5613;23505;11689;6097;3327;1179;0;0;0
789;46023;703;0;68.48237016011;5606;23623;11760;6124;3331;1185;0;0;0
790;46464;659;0;68.1175822237898;5617;23866;11840;6178;3360;1220;0;0;0
791;47101;705;0;67.5162044625101;5640;24321;11929;6210;3398;1243;0;0;0
792;47844;709;0;66.62297378858423;5654;24770;12036;6336;3432;1270;0;0;0
793;48387;729;0;65.64987795818742;5668;25014;12202;6397;3490;1284;0;0;0
794;48839;743;0;64.94106288304928;5686;25257;12349;6396;3528;1309;0;0;0
795;49014;801;0;64.4454390274366;5698;25338;12406;6397;3567;1306;0;0;0
796;49061;750;0;64.26448284435604;5706;25350;12415;6419;3570;1307;0;0;0
797;48876;752;0;64.29870210519779;5696;25193;12431;6397;3567;1288;0;0;0
798;48600;718;0;64.58191785373147;5689;25066;12342;6393;3531;1268;0;0;0
799;48105;776;0;65.09882067581131;5683;24736;12247;6384;3496;1242;0;0;0
800;47635;678;0;65.75332616442111;5677;24479;12138;6345;3462;1211;0;0;0
801;47124;697;0;66.59972729984234;5672;24203;11988;6310;3438;1185;0;0;0
802;46670;640;0;67.36606144049566;5668;23958;11891;6259;3405;1157;0;0;0
803;46167;672;0;68.21392234444976;5662;23632;11798;6231;3378;1128;0;0;0
804;45846;641;0;68.99626587005228;5658;23450;11727;6190;3376;1103;0;0;0
805;45763;633;0;69.55738393824785;5652;23450;11678;6178;3349;1108;0;0;0
806;45825;663;0;69.86379157427938;5695;23426;11712;6215;3344;1128;0;0;0
807;46264;586;0;69.73299586639847;5715;23722;11773;6267;3363;1139;0;0;0
808;46806;672;0;69.14083611159853;5728;24068;11860;6329;3395;1154;0;0;0
809;47643;637;0;68.37098485997097;5731;24672;11918;6415;3454;1184;0;0;0
810;48262;742;0;67.33191189953305;5735;24972;12124;6441;3506;1219;0;0;0
811;48929;666;0;66.49012522060677;5739;25263;12334;6532;3547;1253;0;0;0
812;49538;760;0;65.75255869957857;5743;25636;12452;6599;3588;1263;0;0;0
813;49829;748;0;65.00235704037712;5738;25781;12505;6663;3609;1271;0;0;0
814;49968;727;0;64.67506415217302;5735;25849;12556;6685;3602;1276;0;0;0
815;49929;706;0;64.6296536884414;5723;25806;12571;6676;3621;1255;0;0;0
816;49749;735;0;64.84272472252714;5718;25742;12500;6672;3595;1240;0;0;0
817;49315;768;0;65.22659806863886;5712;25472;12414;6639;3566;1224;0;0;0
818;48793;775;0;65.9094355170993;5708;25181;12280;6582;3546;1204;0;0;0
819;48311;684;0;66.64790371863893;5706;24920;12153;6537;3524;1177;0;0;0
820;47791;730;0;67.43527878775141;5702;24630;12016;6498;3505;1142;0;0;0
821;47390;661;0;68.25484829195841;5697;24367;11949;6458;3494;1122;0;0;0
822;47131;645;0;68.92563910578671;5694;24203;11898;6460;3455;1115;0;0;0
823;47052;673;0;69.43316543975203;5689;24183;11849;6456;3460;1104;0;0;0
824;47113;687;0;69.58410438908659;5754;24190;11895;6464;3447;1117;0;0;0
825;47500;656;0;69.48076716103063;5760;24442;11994;6479;3461;1124;0;0;0
826;48093;661;0;69.04050043766946;5757;24767;12127;6550;3495;1154;0;0;0
827;48804;644;0;68.20333410609285;5762;25178;12294;6615;3527;1190;0;0;0
828;49486;716;0;67.37491681916487;5756;25496;12522;6667;3578;1223;0;0;0
829;50092;758;0;66.57227877195862;5760;25824;12648;6731;3619;1270;0;0;0
830;50494;749;0;65.82145390430253;5765;25990;12796;6787;3622;1299;0;0;0
831;50636;790;0;65.35705375824884;5764;26032;12820;6846;3624;1314;0;0;0
832;50689;777;0;65.15124651517279;5759;26061;12835;6856;3623;1314;0;0;0
833;50594;709;0;65.1392557022809;5759;26008;12822;6845;3629;1290;0;0;0
834;50405;663;0;65.35100438605275;5751;25959;12730;6827;3618;1271;0;0;0
835;50031;755;0;65.79899295065458;5744;25780;12600;6796;3604;1251;0;0;0
836;49628;709;0;66.37678926239812;5733;25533;12506;6775;3577;1237;0;0;0
837;49318;648;0;66.97821559820335;5732;25363;12436;6743;3569;1207;0;0;0
838;49064;649;0;67.5239063880499;5729;25255;12348;6736;3533;1192;0;0;0
839;48938;648;0;67.99876074025116;5727;25154;12364;6694;3561;1165;0;0;0
840;48945;668;0;68.30834887093432;5724;25195;12306;6705;3561;1178;0;0;0
841;49291;710;0;68.39900487198092;5716;25474;12312;6733;3576;1196;0;0;0
842;49796;705;0;67.89729551722718;5715;25796;12419;6747;3612;1222;0;0;0
843;50391;781;0;67.26912169743956;5726;26133;12608;6773;3639;1238;0;0;0
844;51008;808;0;66.45273581671137;5741;26453;12765;6802;3713;1275;0;0;0
845;51677;761;0;65.62437558461201;5773;26819;12947;6847;3754;1310;0;0;0
846;52046;827;0;64.90957718780727;5789;26976;13043;6905;3768;1354;0;0;0
847;52348;770;0;64.46076136984163;5801;27124;13151;6925;3779;1369;0;0;0
848;52343;812;0;64.20201412604781;5816;27089;13164;6918;3814;1358;0;0;0
849;52217;747;0;64.29089464299558;5810;27026;13104;6938;3794;1355;0;0;0
850;51893;747;0;64.57913347581115;5809;26804;13065;6912;3785;1327;0;0;0
851;51382;826;0;65.19703526739382;5801;26509;12910;6886;3765;1312;0;0;0
852;50855;778;0;65.83082365030432;5797;26220;12798;6844;3721;1272;0;0;0
853;50268;783;0;66.61139958459817;5793;25871;12677;6794;3688;1238;0;0;0
854;49746;698;0;67.36306233609038;5787;25591;12552;6759;3633;1211;0;0;0
855;49288;707;0;68.22863435225025;5783;25348;12411;6740;3600;1189;0;0;0
856;48846;750;0;68.97171288475009;5777;25058;12325;6713;3580;1170;0;0;0
857;48601;734;0;69.61510641835717;5771;24886;12291;6690;3579;1155;0;0;0
858;48636;692;0;69.96261662735603;5814;24920;12261;6701;3598;1156;0;0;0
859;49080;650;0;69.9778060267578;5832;25185;12367;6705;3656;1167;0;0;0
860;49597;709;0;69.46106137975234;5842;25470;12487;6733;3705;1202;0;0;0
861;50376;716;0;68.76614635543463;5839;25887;12765;6725;3759;1240;0;0;0
862;51349;679;0;67.74374710747128;5840;26525;12927;6837;3779;1281;0;0;0
863;52093;716;0;66.5861789741868;5844;26998;13017;6916;3848;1314;0;0;0
864;52674;751;0;65.81451832807448;5848;27239;13195;6987;3896;1357;0;0;0
865;52968;806;0;65.2120382509447;5839;27393;13259;7017;3931;1368;0;0;0
866;53113;821;0;64.97037221700194;5835;27476;13280;7053;3934;1370;0;0;0
867;52959;829;0;64.88168464539821;5829;27356;13256;7069;3930;1348;0;0;0
868;52750;787;0;65.14567200797363;5827;27210;13249;7034;3933;1324;0;0;0
869;52320;787;0;65.51979292958451;5821;26946;13163;7002;3911;1298;0;0;0
870;51866;680;0;66.16884198295895;5816;26659;13077;6971;3878;1281;0;0;0
871;51354;724;0;66.93768331312815;5812;26362;12970;6931;3844;1247;0;0;0
872;50885;710;0;67.6922833899376;5808;26098;12864;6884;3820;1219;0;0;0
873;50431;721;0;68.44244876804082;5804;25825;12760;6854;3793;1199;0;0;0
874;50122;701;0;69.19907500502714;5802;25637;12668;6836;3806;1175;0;0;0
875;50046;708;0;69.6993766948638;5799;25612;12669;6795;3786;1184;0;0;0
876;50204;739;0;69.87559575719472;5863;25745;12686;6798;3792;1183;0;0;0
877;50545;767;0;69.69100066751624;5869;25933;12782;6814;3811;1205;0;0;0
878;51063;783;0;69.20585989309112;5868;26161;12982;6838;3865;1217;0;0;0
879;51861;718;0;68.46791141126229;5864;26700;13078;6896;3930;1257;0;0;0
880;52744;755;0;67.49986302978124;5863;27220;13255;7029;3957;1283;0;0;0
881;53394;830;0;66.49437531301768;5864;27589;13388;7074;4002;1341;0;0;0
882;53769;859;0;65.72163319691634;5864;27803;13436;7140;4028;1362;0;0;0
883;54155;746;0;65.26916621088961;5862;28071;13473;7161;4060;1390;0;0;0
884;53996;865;0;64.9298179771064;5857;27881;13528;7141;4050;1396;0;0;0
885;53788;835;0;65.1763510844416;5849;27745;13497;7120;4038;1388;0;0;0
886;53437;816;0;65.47485464018727;5847;27516;13463;7085;4012;1361;0;0;0
887;52929;881;0;66.04890022071694;5844;27186;13383;7037;3981;1342;0;0;0
888;52466;767;0;66.63793566197616;5848;26915;13269;7008;3962;1312;0;0;0
889;52070;721;0;67.30648371823365;5849;26670;13181;6988;3932;1299;0;0;0
890;51705;789;0;68.00079951639009;5848;26491;13065;6941;3921;1287;0;0;0
891;51460;768;0;68.50648840724817;5843;26362;12965;6964;3886;1283;0;0;0
892;51470;731;0;68.9120424214946;5837;26392;12942;6948;3900;1288;0;0;0
893;51701;747;0;68.91120399030027;5830;26491;13076;6927;3914;1293;0;0;0
894;52158;762;0;68.60175896660712;5837;26732;13233;6936;3925;1332;0;0;0
895;52831;793;0;68.0656283461501;5852;27111;13386;7013;3956;1365;0;0;0
896;53648;781;0;67.23312199807877;5866;27558;13588;7099;3988;1415;0;0;0
897;54343;835;0;66.20472232215553;5881;27947;13785;7163;4031;1417;0;0;0
898;54847;848;0;65.33464809795308;5899;28248;13882;7230;4065;1422;0;0;0
899;55022;928;0;64.83310150410801;5920;28340;13906;7256;4079;1441;0;0;0
900;55065;840;0;64.5895684913809;5938;28334;13947;7264;4075;1445;0;0;0
901;54812;864;0;64.65478496706703;5930;28151;13911;7239;4092;1419;0;0;0
902;54375;860;0;65.02987841043891;5922;27895;13793;7230;4054;1403;0;0;0
903;53840;885;0;65.61615255187886;5915;27596;13685;7154;4033;1372;0;0;0
904;53260;800;0;66.28278657616893;5908;27247;13558;7114;4001;1340;0;0;0
905;52642;779;0;67.12640765229321;5906;26869;13418;7084;3957;1314;0;0;0
