col_id;age;mom_id;dad_id;gender;is_pregnant;current_mate;territory;position;has_moved;nb_weeks_being_pregnant;week_next_potential_mating
4281569;2;4224471;4261947;0;False;-1;917;917;False;0;-1
4210864;184;4169636;4157680;0;False;-1;3039;3039;False;0;0
4270192;31;4222021;4221992;0;False;-1;9465;9465;False;0;-1
4209561;187;4160791;4154713;0;False;-1;3910;3910;False;0;0
4251469;81;4227422;4229537;0;False;-1;2249;2249;False;0;8
4253100;74;4171124;4231863;1;False;4190157;3563;3563;False;0;0
4214891;173;4177428;4191200;0;False;-1;2435;2435;False;0;11
4273831;20;4253624;4240203;0;False;-1;9757;9757;False;0;-1
4228613;138;4207316;4192986;1;False;4251717;4888;4888;False;0;2
4231302;132;4197961;4178630;0;False;-1;7967;7967;False;0;4
4265505;47;4229033;4192132;0;False;-1;862;862;False;0;7
4229931;135;4193884;4205673;0;False;-1;4953;4953;False;0;0
4250079;84;4229930;4213741;0;False;-1;4792;4792;False;0;0
4261193;54;4231606;4242218;0;False;-1;4625;4625;False;0;2
4281382;2;4223306;4237980;0;False;-1;4944;4944;False;0;-1
4264057;50;4228034;4221480;0;False;-1;3043;3043;False;0;2
4247095;92;4198295;4183587;1;False;4254050;3478;3478;False;0;0
4251742;80;4231499;4198851;1;False;-1;4288;4288;False;0;2
4260957;55;4241647;4179630;1;False;4261309;3042;3042;False;0;4
4268920;34;4235302;4240553;1;False;-1;6746;6746;False;0;-1
4259997;56;4209836;4234066;0;False;-1;4053;4053;False;0;12
4265055;48;4223331;4171841;1;True;4228455;673;673;False;5;14
4276031;16;4243583;4243582;1;False;-1;8148;8148;False;0;-1
4254598;71;4234014;4176007;1;False;4254939;3519;3519;False;0;0
4282532;1;4263365;4237223;1;False;-1;3095;3095;False;0;-1
4280717;3;4251845;4253378;1;False;-1;3198;3198;False;0;-1
4245944;97;4186700;4201974;0;False;-1;6259;6259;False;0;3
4234659;122;4204606;4192579;0;False;-1;6555;6555;False;0;3
4260870;55;4198046;4199787;1;False;4244406;9763;9763;False;0;9
4282480;1;4257612;4260496;0;False;-1;2558;2558;False;0;-1
4246642;94;4208694;4222856;1;False;4212640;3132;3132;False;0;3
4229670;136;4209639;4135873;1;False;4239190;1401;1401;False;0;0
4217889;166;4183458;4166228;1;False;4249814;2984;2984;False;0;12
4225227;151;4166816;4172711;1;False;4261045;6194;6194;False;0;0
4223986;153;4189334;4149840;1;False;4165714;2213;2213;False;0;0
4257140;67;4236368;4203680;1;False;4251771;3209;3209;False;0;0
4240477;107;4173270;4210437;0;False;-1;3911;3911;False;0;9
4231024;133;4211318;4169517;1;False;-1;7580;7580;False;0;0
4258140;64;4226505;4216541;0;False;-1;5213;5213;False;0;2
4269435;33;4217551;4225012;1;False;-1;2324;2324;False;0;-1
4254401;71;4220666;4223065;1;False;4255072;9840;9840;False;0;9
4282314;1;4238988;4202502;0;False;-1;2213;2213;False;0;-1
4249320;85;4176795;4154701;1;False;4261883;2011;2011;False;0;3
4257787;65;4225408;4207018;0;False;-1;9993;9993;False;0;3
4195795;223;4171655;4120492;0;False;-1;4881;4881;False;0;3
4254375;71;4181237;4218289;0;False;-1;5264;5264;False;0;4
4282349;1;4263089;4232012;1;False;-1;1112;1112;False;0;-1
4268215;36;4247918;4223134;1;False;-1;3313;3313;False;0;-1
4202873;207;4179623;4117573;0;False;-1;1590;1590;False;0;0
4279266;7;4261490;4213852;1;False;-1;3144;3144;False;0;-1
4241546;106;4223436;4178858;0;False;-1;2423;2423;False;0;2
4275122;18;4253081;4195971;1;False;-1;2372;2372;False;0;-1
4273317;21;4240277;4239442;0;False;-1;5556;5556;False;0;-1
4276144;16;4225916;4229928;1;False;-1;3087;3087;False;0;-1
4240523;107;4207946;4162813;0;False;-1;6439;6439;False;0;6
4244056;102;4208461;4224793;1;False;4213063;4731;4731;False;0;0
4262464;53;4238603;4207653;1;True;4265440;5449;5449;False;5;12
4254230;71;4188769;4222244;1;False;4189763;6620;6620;False;0;0
4272808;23;4252653;4248233;0;False;-1;9767;9767;False;0;-1
4272065;26;4225924;4243399;0;False;-1;5112;5112;False;0;-1
4243732;103;4220754;4175045;1;False;4245292;3157;3157;False;0;13
4275816;17;4258275;4248700;1;False;-1;1412;1412;False;0;-1
